STRUCTURE,DISTANCE_SER,ENERGY,MET,DISTANCE_MET,TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,VARIANT,TEMPERATURE,DOCKING
resultsDocking_DuraPETase_303_C30-f1282-s36_PET_dimer_005_mini.yob,2.921,-5.274,YES,3.229,YES,2.92,20.642,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C65-f7502-s36_PET_dimer_002_mini.yob,2.922,-6.542,YES,2.923,YES,2.814,27.799,undefined,DuraPETase,303,002
resultsDocking_TSPETase_315_C539-f4984-s18_PET_dimer_005_mini.yob,2.922,-6.037,YES,3.131,YES,2.817,20.551,undefined,TSPETase,315,005
resultsDocking_TSPETase_303_C456-f6688-s16_PET_dimer_016_mini.yob,2.922,-4.036,YES,3.172,YES,2.832,34.061,undefined,TSPETase,303,016
resultsDocking_DuraPETase_315_C13-f1573-s33_PET_dimer_004_mini.yob,2.922,-5.771,YES,3.283,YES,2.802,43.75,undefined,DuraPETase,315,004
resultsDocking_TSPETase_303_C378-f5997-s16_PET_dimer_002_mini.yob,2.922,-6.813,YES,3.397,YES,2.815,33.269,undefined,TSPETase,303,002
resultsDocking_S214H_315_C10-f8825-s6_PET_dimer_007_mini.yob,2.922,-6.381,YES,3.317,YES,2.918,41.374,undefined,S214H,315,007
resultsDocking_TSPETase_303_C400-f3482-s14_PET_dimer_003_mini.yob,2.923,-5.729,YES,3.224,YES,2.822,29.619,undefined,TSPETase,303,003
resultsDocking_DuraPETase_303_C143-f2685-s45_PET_dimer_008_mini.yob,2.923,-5.308,YES,3.228,YES,2.871,41.205,undefined,DuraPETase,303,008
resultsDocking_WT_303_C391-f4216-s20_PET_dimer_009_mini.yob,2.924,-5.786,YES,3.036,YES,2.831,24.788,undefined,WT,303,009
resultsDocking_DuraPETase_315_C40-f658-s42_PET_dimer_011_mini.yob,2.924,-4.856,YES,3.39,YES,2.999,37.95,undefined,DuraPETase,315,011
resultsDocking_DuraPETase_303_C135-f3369-s65_PET_dimer_011_mini.yob,2.924,-5.091,YES,3.319,YES,2.832,32.782,undefined,DuraPETase,303,011
resultsDocking_DuraPETase_303_C112-f4710-s19_PET_dimer_002_mini.yob,2.924,-5.539,YES,3.248,YES,2.798,36.154,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_303_C21-f4262-s31_PET_dimer_009_mini.yob,2.924,-4.963,YES,3.253,YES,2.908,26.193,undefined,DuraPETase,303,009
resultsDocking_WT_315_C410-f3302-s28_PET_dimer_014_mini.yob,2.925,-4.852,YES,3.148,YES,2.873,20.502,undefined,WT,315,014
resultsDocking_DuraPETase_303_C192-f871-s47_PET_dimer_006_mini.yob,2.925,-6.986,YES,3.369,YES,2.964,44.891,undefined,DuraPETase,303,006
resultsDocking_DuraPETase_303_C67-f233-s37_PET_dimer_010_mini.yob,2.925,-4.653,NO,4.378,NO,4.131,0.541,undefined,DuraPETase,303,010
resultsDocking_DuraPETase_303_C135-f3369-s65_PET_dimer_007_mini.yob,2.925,-5.205,YES,3.288,YES,2.832,35.509,undefined,DuraPETase,303,007
resultsDocking_S214H_303_C90-f8787-s17_PET_dimer_019_mini.yob,2.925,-3.912,YES,2.974,YES,2.889,149.949,undefined,S214H,303,019
resultsDocking_DuraPETase_303_C14-f156-s24_PET_dimer_011_mini.yob,2.925,-4.973,YES,2.973,YES,2.872,19.741,undefined,DuraPETase,303,011
resultsDocking_S214H_315_C283-f6696-s32_PET_dimer_010_mini.yob,2.925,-5.054,NO,3.645,YES,2.905,33.104,undefined,S214H,315,010
resultsDocking_S214H_303_C84-f2549-s27_PET_dimer_010_mini.yob,2.925,-5.085,YES,3.26,YES,2.886,98.036,undefined,S214H,303,010
resultsDocking_TSPETase_303_C145-f4552-s29_PET_dimer_004_mini.yob,2.926,-5.901,YES,3.206,YES,2.821,37.999,undefined,TSPETase,303,004
resultsDocking_S214H_315_C207-f3023-s11_PET_dimer_012_mini.yob,2.926,-4.957,YES,3.42,YES,2.943,17.574,undefined,S214H,315,012
resultsDocking_S214H_315_C67-f3320-s61_PET_dimer_009_mini.yob,2.926,-5.175,YES,3.132,YES,2.92,33.651,undefined,S214H,315,009
resultsDocking_S214H_303_C273-f3843-s21_PET_dimer_006_mini.yob,2.926,-5.622,YES,3.198,YES,2.877,19.995,undefined,S214H,303,006
resultsDocking_DuraPETase_303_C137-f1012-s25_PET_dimer_011_mini.yob,2.926,-6.459,NO,3.627,YES,2.86,13.126,undefined,DuraPETase,303,011
resultsDocking_S214H_315_C3-f70-s20_PET_dimer_011_mini.yob,2.926,-4.411,YES,3.042,YES,2.851,26.324,undefined,S214H,315,011
resultsDocking_DuraPETase_303_C133-f732-s16_PET_dimer_002_mini.yob,2.926,-5.263,YES,3.093,YES,2.831,40.815,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_315_C36-f1452-s55_PET_dimer_002_mini.yob,2.926,-4.999,NO,3.5,YES,2.917,41.167,undefined,DuraPETase,315,002
resultsDocking_WT_315_C361-f3193-s31_PET_dimer_003_mini.yob,2.926,-5.862,YES,3.043,YES,2.79,39.106,undefined,WT,315,003
resultsDocking_DuraPETase_303_C21-f4262-s31_PET_dimer_006_mini.yob,2.927,-5.067,YES,3.191,YES,2.868,20.74,undefined,DuraPETase,303,006
resultsDocking_DuraPETase_303_C13-f310-s46_PET_dimer_002_mini.yob,2.927,-5.486,NO,3.519,YES,2.862,37.758,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_303_C225-f3247-s25_PET_dimer_013_mini.yob,2.927,-4.783,NO,3.719,YES,2.876,46.808,undefined,DuraPETase,303,013
resultsDocking_WT_303_C187-f4344-s56_PET_dimer_002_mini.yob,2.927,-6.487,YES,3.028,YES,2.93,75.14,gauche,WT,303,002
resultsDocking_TSPETase_315_C181-f2347-s20_PET_dimer_010_mini.yob,2.927,-5.23,YES,3.102,YES,2.849,50.91,gauche,TSPETase,315,010
resultsDocking_S214H_303_C220-f3454-s20_PET_dimer_004_mini.yob,2.927,-6.153,NO,3.502,YES,2.911,21.212,undefined,S214H,303,004
resultsDocking_DuraPETase_303_C144-f2426-s28_PET_dimer_006_mini.yob,2.927,-5.108,YES,3.061,YES,2.865,35.633,undefined,DuraPETase,303,006
resultsDocking_TSPETase_303_C266-f5247-s35_PET_dimer_006_mini.yob,2.928,-5.239,YES,3.15,YES,2.86,23.339,undefined,TSPETase,303,006
resultsDocking_DuraPETase_303_C112-f4710-s19_PET_dimer_017_mini.yob,2.928,-4.778,NO,3.489,YES,2.859,18.989,undefined,DuraPETase,303,017
resultsDocking_TSPETase_303_C72-f7309-s18_PET_dimer_013_mini.yob,2.928,-4.596,YES,3.292,YES,2.902,50.836,gauche,TSPETase,303,013
resultsDocking_TSPETase_303_C258-f7180-s19_PET_dimer_002_mini.yob,2.929,-6.51,NO,4.385,YES,3.001,22.573,undefined,TSPETase,303,002
resultsDocking_DuraPETase_303_C52-f935-s71_PET_dimer_009_mini.yob,2.93,-4.866,YES,3.165,YES,2.873,42.604,undefined,DuraPETase,303,009
resultsDocking_DuraPETase_303_C24-f3440-s48_PET_dimer_006_mini.yob,2.93,-5.036,YES,3.164,YES,2.887,13.835,undefined,DuraPETase,303,006
resultsDocking_DuraPETase_303_C124-f4713-s37_PET_dimer_009_mini.yob,2.93,-5.37,NO,3.427,YES,2.996,42.027,undefined,DuraPETase,303,009
resultsDocking_TSPETase_315_C184-f5895-s18_PET_dimer_016_mini.yob,2.93,-4.895,YES,3.196,YES,2.832,38.088,undefined,TSPETase,315,016
resultsDocking_WT_315_C361-f3193-s31_PET_dimer_010_mini.yob,2.93,-5.481,YES,3.126,YES,2.825,45.394,undefined,WT,315,010
resultsDocking_DuraPETase_315_C59-f405-s33_PET_dimer_009_mini.yob,2.93,-4.889,YES,3.228,YES,2.816,42.854,undefined,DuraPETase,315,009
resultsDocking_DuraPETase_303_C48-f52-s14_PET_dimer_009_mini.yob,2.93,-5.537,YES,3.404,YES,2.988,42.775,undefined,DuraPETase,303,009
resultsDocking_DuraPETase_303_C22-f3891-s83_PET_dimer_003_mini.yob,2.93,-5.705,NO,3.464,YES,2.971,29.361,undefined,DuraPETase,303,003
resultsDocking_TSPETase_303_C400-f3482-s14_PET_dimer_004_mini.yob,2.93,-5.572,YES,3.077,YES,2.856,40.603,undefined,TSPETase,303,004
resultsDocking_S214H_303_C90-f8787-s17_PET_dimer_013_mini.yob,2.931,-5.73,YES,2.977,YES,2.782,51.411,gauche,S214H,303,013
resultsDocking_DuraPETase_303_C72-f1419-s37_PET_dimer_015_mini.yob,2.931,-4.712,NO,3.5,YES,2.869,23.663,undefined,DuraPETase,303,015
resultsDocking_TSPETase_303_C159-f7932-s25_PET_dimer_008_mini.yob,2.931,-4.532,YES,3.429,YES,2.938,64.166,gauche,TSPETase,303,008
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_010_mini.yob,2.931,-4.567,NO,3.522,YES,2.833,45.333,undefined,S214H,315,010
resultsDocking_DuraPETase_303_C48-f52-s14_PET_dimer_004_mini.yob,2.931,-5.762,NO,3.52,YES,2.916,51.885,gauche,DuraPETase,303,004
resultsDocking_TSPETase_315_C149-f5317-s19_PET_dimer_001_mini.yob,2.932,-6.576,YES,3.013,YES,2.932,31.245,undefined,TSPETase,315,001
resultsDocking_DuraPETase_303_C30-f1282-s36_PET_dimer_006_mini.yob,2.932,-5.266,NO,3.49,YES,3.005,35.37,undefined,DuraPETase,303,006
resultsDocking_TSPETase_303_C138-f9012-s17_PET_dimer_002_mini.yob,2.932,-5.907,YES,2.878,YES,2.865,61.445,gauche,TSPETase,303,002
resultsDocking_S214H_303_C211-f3517-s99_PET_dimer_013_mini.yob,2.932,-4.753,NO,3.553,YES,2.8,27.88,undefined,S214H,303,013
resultsDocking_WT_303_C447-f4650-s20_PET_dimer_015_mini.yob,2.932,-4.412,YES,3.234,YES,2.85,35.976,undefined,WT,303,015
resultsDocking_DuraPETase_303_C45-f899-s29_PET_dimer_002_mini.yob,2.932,-5.476,NO,3.426,YES,2.84,36.683,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_303_C156-f522-s32_PET_dimer_005_mini.yob,2.932,-5.181,YES,3.336,YES,2.869,35.832,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C43-f1079-s48_PET_dimer_007_mini.yob,2.933,-6.289,YES,3.151,YES,2.921,35.553,undefined,DuraPETase,303,007
resultsDocking_TSPETase_303_C254-f7240-s31_PET_dimer_014_mini.yob,2.933,-4.773,YES,3.258,YES,2.798,41.913,undefined,TSPETase,303,014
resultsDocking_DuraPETase_303_C65-f7502-s36_PET_dimer_010_mini.yob,2.933,-6.197,YES,3.232,YES,2.798,46.401,undefined,DuraPETase,303,010
resultsDocking_WT_303_C189-f4133-s28_PET_dimer_015_mini.yob,2.933,-4.839,NO,3.839,YES,2.847,22.124,undefined,WT,303,015
resultsDocking_S214H_315_C89-f8662-s16_PET_dimer_009_mini.yob,2.933,-5.076,YES,3.193,YES,2.851,40.187,undefined,S214H,315,009
resultsDocking_S214H_303_C25-f4852-s37_PET_dimer_013_mini.yob,2.933,-5.963,YES,3.267,YES,2.922,28.979,undefined,S214H,303,013
resultsDocking_WT_303_C447-f4650-s20_PET_dimer_012_mini.yob,2.933,-4.624,YES,3.156,YES,2.87,58.335,gauche,WT,303,012
resultsDocking_TSPETase_303_C280-f7075-s29_PET_dimer_001_mini.yob,2.933,-5.319,NO,4.204,YES,2.871,1.904,undefined,TSPETase,303,001
resultsDocking_S214H_315_C87-f2953-s42_PET_dimer_003_mini.yob,2.934,-5.369,YES,3.168,YES,2.865,42.557,undefined,S214H,315,003
resultsDocking_WT_315_C405-f4610-s17_PET_dimer_014_mini.yob,2.934,-6.34,YES,3.384,YES,2.904,32.4,undefined,WT,315,014
resultsDocking_DuraPETase_303_C138-f4518-s34_PET_dimer_005_mini.yob,2.934,-5.351,YES,3.328,YES,2.929,30.804,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C66-f6008-s31_PET_dimer_016_mini.yob,2.934,-4.84,NO,3.607,YES,2.885,17.412,undefined,DuraPETase,303,016
resultsDocking_S214H_315_C286-f6013-s24_PET_dimer_019_mini.yob,2.934,-4.454,YES,3.076,YES,2.945,60.815,gauche,S214H,315,019
resultsDocking_S214H_315_C207-f3023-s11_PET_dimer_018_mini.yob,2.934,-4.777,NO,3.61,YES,2.819,37.684,undefined,S214H,315,018
resultsDocking_TSPETase_315_C153-f446-s72_PET_dimer_017_mini.yob,2.934,-5.128,NO,3.556,YES,2.822,35.725,undefined,TSPETase,315,017
resultsDocking_DuraPETase_303_C144-f2426-s28_PET_dimer_014_mini.yob,2.934,-4.744,YES,3.392,YES,2.834,43.939,undefined,DuraPETase,303,014
resultsDocking_TSPETase_315_C344-f5910-s36_PET_dimer_007_mini.yob,2.934,-5.225,YES,3.136,YES,2.827,36.791,undefined,TSPETase,315,007
resultsDocking_DuraPETase_303_C31-f4423-s46_PET_dimer_002_mini.yob,2.934,-5.531,YES,3.121,YES,2.927,93.893,undefined,DuraPETase,303,002
resultsDocking_S214H_303_C4-f4765-s32_PET_dimer_011_mini.yob,2.934,-6.184,NO,4.079,YES,2.841,14.657,undefined,S214H,303,011
resultsDocking_TSPETase_303_C259-f7170-s21_PET_dimer_016_mini.yob,2.935,-4.826,NO,3.382,YES,2.858,35.132,undefined,TSPETase,303,016
resultsDocking_DuraPETase_315_C50-f328-s34_PET_dimer_009_mini.yob,2.935,-5.323,YES,3.405,YES,2.924,40.587,undefined,DuraPETase,315,009
resultsDocking_S214H_315_C92-f3016-s44_PET_dimer_012_mini.yob,2.935,-4.967,YES,3.094,YES,2.789,36.675,undefined,S214H,315,012
resultsDocking_DuraPETase_303_C239-f2053-s18_PET_dimer_011_mini.yob,2.935,-4.821,YES,3.287,YES,2.848,27.341,undefined,DuraPETase,303,011
resultsDocking_TSPETase_303_C118-f3150-s38_PET_dimer_013_mini.yob,2.935,-5.803,YES,3.089,YES,2.904,34.022,undefined,TSPETase,303,013
resultsDocking_S214H_303_C84-f2549-s27_PET_dimer_005_mini.yob,2.935,-5.34,NO,3.612,YES,2.813,29.161,undefined,S214H,303,005
resultsDocking_TSPETase_315_C150-f2317-s35_PET_dimer_008_mini.yob,2.935,-4.806,NO,3.536,YES,2.869,60.296,gauche,TSPETase,315,008
resultsDocking_DuraPETase_303_C194-f3611-s12_PET_dimer_013_mini.yob,2.936,-4.771,NO,5.376,NO,5.936,39.878,undefined,DuraPETase,303,013
resultsDocking_WT_315_C107-f5045-s32_PET_dimer_010_mini.yob,2.936,-5.114,YES,3.221,YES,2.928,20.69,undefined,WT,315,010
resultsDocking_DuraPETase_315_C22-f518-s25_PET_dimer_016_mini.yob,2.936,-6.287,YES,3.243,YES,2.81,41.7,undefined,DuraPETase,315,016
resultsDocking_TSPETase_315_C181-f2347-s20_PET_dimer_007_mini.yob,2.936,-5.312,YES,3.14,YES,2.838,39.764,undefined,TSPETase,315,007
resultsDocking_TSPETase_315_C275-f6628-s27_PET_dimer_011_mini.yob,2.937,-5.203,YES,3.214,YES,2.843,22.205,undefined,TSPETase,315,011
resultsDocking_DuraPETase_303_C167-f3282-s23_PET_dimer_017_mini.yob,2.937,-6.276,YES,2.972,YES,2.808,25.692,undefined,DuraPETase,303,017
resultsDocking_DuraPETase_303_C67-f233-s37_PET_dimer_009_mini.yob,2.937,-4.663,NO,3.874,YES,3.344,11.578,undefined,DuraPETase,303,009
resultsDocking_DuraPETase_315_C22-f518-s25_PET_dimer_001_mini.yob,2.938,-7.084,YES,2.991,YES,2.864,159.827,trans,DuraPETase,315,001
resultsDocking_DuraPETase_303_C174-f5683-s11_PET_dimer_007_mini.yob,2.938,-4.789,YES,3.192,YES,2.834,24.994,undefined,DuraPETase,303,007
resultsDocking_DuraPETase_303_C159-f2228-s21_PET_dimer_012_mini.yob,2.938,-5.725,YES,3.211,YES,2.923,34.748,undefined,DuraPETase,303,012
resultsDocking_DuraPETase_303_C133-f732-s16_PET_dimer_009_mini.yob,2.938,-4.974,YES,3.366,YES,2.817,1.168,undefined,DuraPETase,303,009
resultsDocking_DuraPETase_303_C254-f3345-s6_PET_dimer_009_mini.yob,2.938,-4.966,YES,3.086,YES,2.81,25.956,undefined,DuraPETase,303,009
resultsDocking_S214H_303_C25-f4852-s37_PET_dimer_009_mini.yob,2.938,-6.074,NO,3.663,YES,2.83,47.316,undefined,S214H,303,009
resultsDocking_DuraPETase_303_C9-f2621-s46_PET_dimer_012_mini.yob,2.938,-4.81,NO,3.712,YES,2.864,23.665,undefined,DuraPETase,303,012
resultsDocking_DuraPETase_303_C64-f6039-s31_PET_dimer_001_mini.yob,2.938,-5.215,NO,3.576,YES,2.902,5.048,undefined,DuraPETase,303,001
resultsDocking_S214H_303_C26-f4354-s42_PET_dimer_008_mini.yob,2.938,-6.606,YES,3.194,YES,2.865,31.443,undefined,S214H,303,008
resultsDocking_S214H_303_C213-f1656-s29_PET_dimer_014_mini.yob,2.938,-5.08,NO,3.504,YES,2.93,33.366,undefined,S214H,303,014
resultsDocking_S214H_303_C210-f3779-s33_PET_dimer_007_mini.yob,2.938,-5.049,YES,3.011,YES,2.828,20.564,undefined,S214H,303,007
resultsDocking_DuraPETase_303_C192-f871-s47_PET_dimer_003_mini.yob,2.938,-7.103,YES,3.243,YES,2.97,36.72,undefined,DuraPETase,303,003
resultsDocking_TSPETase_303_C91-f2909-s17_PET_dimer_006_mini.yob,2.939,-4.728,NO,4.001,YES,2.9,34.649,undefined,TSPETase,303,006
resultsDocking_DuraPETase_303_C213-f4736-s27_PET_dimer_012_mini.yob,2.939,-5.345,YES,3.29,YES,2.836,41.454,undefined,DuraPETase,303,012
resultsDocking_WT_303_C444-f4653-s20_PET_dimer_006_mini.yob,2.939,-4.834,YES,3.215,YES,3.002,25.642,undefined,WT,303,006
resultsDocking_DuraPETase_303_C66-f6008-s31_PET_dimer_005_mini.yob,2.939,-5.312,NO,3.643,YES,2.825,33.717,undefined,DuraPETase,303,005
resultsDocking_S214H_315_C67-f3320-s61_PET_dimer_014_mini.yob,2.939,-5.016,NO,3.699,YES,2.871,31.932,undefined,S214H,315,014
resultsDocking_DuraPETase_303_C31-f4423-s46_PET_dimer_006_mini.yob,2.939,-5.315,NO,3.53,YES,2.905,35.015,undefined,DuraPETase,303,006
resultsDocking_TSPETase_315_C282-f5532-s24_PET_dimer_019_mini.yob,2.939,-6.415,YES,3.169,YES,2.892,33.528,undefined,TSPETase,315,019
resultsDocking_DuraPETase_303_C48-f52-s14_PET_dimer_008_mini.yob,2.939,-5.592,YES,3.121,YES,2.845,31.88,undefined,DuraPETase,303,008
resultsDocking_WT_303_C187-f4344-s56_PET_dimer_010_mini.yob,2.94,-6.242,YES,3.179,YES,2.866,18.822,undefined,WT,303,010
resultsDocking_S214H_315_C10-f8825-s6_PET_dimer_004_mini.yob,2.94,-6.468,YES,3.061,YES,2.959,76.981,gauche,S214H,315,004
resultsDocking_TSPETase_303_C456-f6688-s16_PET_dimer_002_mini.yob,2.94,-4.717,NO,4.217,YES,2.987,14.212,undefined,TSPETase,303,002
resultsDocking_DuraPETase_303_C192-f871-s47_PET_dimer_002_mini.yob,2.94,-7.176,NO,3.486,YES,2.91,38.382,undefined,DuraPETase,303,002
resultsDocking_S214H_303_C161-f5600-s44_PET_dimer_007_mini.yob,2.94,-5.031,NO,3.562,YES,2.822,40.212,undefined,S214H,303,007
resultsDocking_TSPETase_303_C268-f3141-s15_PET_dimer_008_mini.yob,2.94,-6.433,YES,2.983,YES,2.857,48.841,undefined,TSPETase,303,008
resultsDocking_DuraPETase_303_C114-f521-s28_PET_dimer_005_mini.yob,2.94,-5.253,YES,3.356,YES,2.943,36.437,undefined,DuraPETase,303,005
resultsDocking_TSPETase_315_C149-f5317-s19_PET_dimer_015_mini.yob,2.94,-5.972,YES,3.012,YES,2.856,29.334,undefined,TSPETase,315,015
resultsDocking_DuraPETase_315_C1-f215-s64_PET_dimer_014_mini.yob,2.94,-4.887,NO,5.092,NO,6.403,36.984,undefined,DuraPETase,315,014
resultsDocking_DuraPETase_303_C192-f871-s47_PET_dimer_005_mini.yob,2.941,-7.076,YES,3.238,YES,2.894,42.962,undefined,DuraPETase,303,005
resultsDocking_TSPETase_315_C157-f5739-s32_PET_dimer_003_mini.yob,2.941,-5.637,YES,3.36,YES,2.877,23.004,undefined,TSPETase,315,003
resultsDocking_S214H_315_C283-f6696-s32_PET_dimer_012_mini.yob,2.941,-4.967,YES,3.297,YES,2.92,27.329,undefined,S214H,315,012
resultsDocking_WT_303_C408-f4171-s24_PET_dimer_008_mini.yob,2.941,-4.853,NO,3.462,YES,2.884,36.465,undefined,WT,303,008
resultsDocking_DuraPETase_303_C133-f732-s16_PET_dimer_006_mini.yob,2.941,-5.05,YES,3.127,YES,2.921,34.551,undefined,DuraPETase,303,006
resultsDocking_DuraPETase_303_C144-f2426-s28_PET_dimer_005_mini.yob,2.941,-5.138,NO,3.497,YES,2.978,40.854,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C137-f1012-s25_PET_dimer_006_mini.yob,2.942,-6.536,YES,3.245,YES,2.863,40.617,undefined,DuraPETase,303,006
resultsDocking_DuraPETase_303_C159-f2228-s21_PET_dimer_011_mini.yob,2.942,-5.744,YES,3.124,YES,2.878,44.604,undefined,DuraPETase,303,011
resultsDocking_S214H_303_C210-f3779-s33_PET_dimer_010_mini.yob,2.942,-4.933,YES,3.383,YES,2.907,42.079,undefined,S214H,303,010
resultsDocking_DuraPETase_303_C124-f4713-s37_PET_dimer_012_mini.yob,2.942,-5.348,YES,3.172,YES,2.817,34.2,undefined,DuraPETase,303,012
resultsDocking_DuraPETase_303_C136-f2416-s34_PET_dimer_004_mini.yob,2.942,-5.432,YES,3.206,YES,2.867,19.254,undefined,DuraPETase,303,004
resultsDocking_DuraPETase_303_C112-f4710-s19_PET_dimer_009_mini.yob,2.942,-5.134,NO,3.534,YES,2.899,36.721,undefined,DuraPETase,303,009
resultsDocking_TSPETase_315_C184-f5895-s18_PET_dimer_017_mini.yob,2.942,-4.894,NO,3.562,YES,2.809,33.624,undefined,TSPETase,315,017
resultsDocking_S214H_303_C210-f3779-s33_PET_dimer_002_mini.yob,2.942,-5.426,YES,3.16,YES,2.812,33.966,undefined,S214H,303,002
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_016_mini.yob,2.943,-4.375,NO,3.863,YES,2.815,39.909,undefined,S214H,315,016
resultsDocking_S214H_303_C25-f4852-s37_PET_dimer_007_mini.yob,2.943,-6.153,NO,3.664,YES,2.856,31.925,undefined,S214H,303,007
resultsDocking_WT_303_C392-f4192-s28_PET_dimer_008_mini.yob,2.943,-5.684,NO,3.543,YES,2.988,34.577,undefined,WT,303,008
resultsDocking_DuraPETase_315_C71-f336-s25_PET_dimer_010_mini.yob,2.943,-4.783,YES,3.176,YES,3.088,34.941,undefined,DuraPETase,315,010
resultsDocking_TSPETase_315_C121-f352-s15_PET_dimer_015_mini.yob,2.943,-6.139,YES,3.084,YES,2.931,78.518,gauche,TSPETase,315,015
resultsDocking_DuraPETase_303_C225-f3247-s25_PET_dimer_016_mini.yob,2.943,-4.744,NO,3.543,YES,2.869,34.106,undefined,DuraPETase,303,016
resultsDocking_TSPETase_315_C95-f2441-s25_PET_dimer_010_mini.yob,2.943,-6.281,YES,3.253,YES,2.99,30.212,undefined,TSPETase,315,010
resultsDocking_DuraPETase_315_C71-f336-s25_PET_dimer_008_mini.yob,2.943,-4.875,NO,3.508,YES,2.88,47.151,undefined,DuraPETase,315,008
resultsDocking_DuraPETase_303_C133-f732-s16_PET_dimer_014_mini.yob,2.944,-4.813,NO,3.553,YES,2.861,12.557,undefined,DuraPETase,303,014
resultsDocking_DuraPETase_303_C156-f522-s32_PET_dimer_017_mini.yob,2.944,-4.717,YES,3.322,YES,2.81,28.79,undefined,DuraPETase,303,017
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_002_mini.yob,2.944,-5.017,NO,3.789,YES,2.83,36.528,undefined,S214H,315,002
resultsDocking_S214H_315_C288-f7603-s31_PET_dimer_009_mini.yob,2.944,-5.27,NO,3.536,YES,2.958,22.181,undefined,S214H,315,009
resultsDocking_S214H_315_C153-f8596-s10_PET_dimer_011_mini.yob,2.944,-5.224,NO,3.726,YES,3.033,16.484,undefined,S214H,315,011
resultsDocking_DuraPETase_303_C128-f1355-s31_PET_dimer_004_mini.yob,2.945,-5.063,NO,3.604,YES,2.874,40.15,undefined,DuraPETase,303,004
resultsDocking_TSPETase_303_C123-f9081-s45_PET_dimer_015_mini.yob,2.945,-4.552,YES,3.201,YES,2.888,38.172,undefined,TSPETase,303,015
resultsDocking_TSPETase_315_C344-f5910-s36_PET_dimer_013_mini.yob,2.945,-4.764,YES,3.245,YES,2.805,24.997,undefined,TSPETase,315,013
resultsDocking_S214H_315_C10-f8825-s6_PET_dimer_009_mini.yob,2.945,-6.337,YES,3.465,YES,2.857,46.381,undefined,S214H,315,009
resultsDocking_DuraPETase_303_C162-f1161-s51_PET_dimer_009_mini.yob,2.945,-6.095,NO,3.445,YES,2.9,39.722,undefined,DuraPETase,303,009
resultsDocking_TSPETase_303_C254-f7240-s31_PET_dimer_007_mini.yob,2.945,-4.994,YES,3.064,YES,2.831,24.027,undefined,TSPETase,303,007
resultsDocking_DuraPETase_303_C20-f6850-s48_PET_dimer_010_mini.yob,2.945,-5.334,NO,3.695,YES,2.856,34.567,undefined,DuraPETase,303,010
resultsDocking_TSPETase_303_C42-f6556-s17_PET_dimer_018_mini.yob,2.945,-5.78,NO,3.742,YES,2.836,80.987,gauche,TSPETase,303,018
resultsDocking_DuraPETase_303_C84-f1437-s34_PET_dimer_010_mini.yob,2.946,-6.603,NO,3.533,YES,2.981,20.849,undefined,DuraPETase,303,010
resultsDocking_DuraPETase_303_C126-f1616-s49_PET_dimer_004_mini.yob,2.946,-6.707,YES,3.337,YES,2.876,54.57,gauche,DuraPETase,303,004
resultsDocking_S214H_315_C283-f6696-s32_PET_dimer_003_mini.yob,2.946,-5.282,YES,3.318,YES,2.914,24.989,undefined,S214H,315,003
resultsDocking_DuraPETase_303_C215-f3072-s50_PET_dimer_011_mini.yob,2.946,-5.094,NO,3.514,YES,2.964,28.838,undefined,DuraPETase,303,011
resultsDocking_WT_315_C19-f4923-s17_PET_dimer_006_mini.yob,2.947,-6.671,YES,3.032,YES,2.907,59.355,gauche,WT,315,006
resultsDocking_TSPETase_303_C116-f3143-s39_PET_dimer_006_mini.yob,2.947,-5.954,YES,3.212,YES,2.891,29.653,undefined,TSPETase,303,006
resultsDocking_TSPETase_315_C184-f5895-s18_PET_dimer_014_mini.yob,2.947,-4.953,YES,3.24,YES,2.83,31.461,undefined,TSPETase,315,014
resultsDocking_TSPETase_315_C184-f5895-s18_PET_dimer_009_mini.yob,2.947,-5.032,NO,3.87,YES,2.828,28.875,undefined,TSPETase,315,009
resultsDocking_S214H_315_C2-f1212-s21_PET_dimer_009_mini.yob,2.947,-4.903,YES,3.024,YES,2.941,25.827,undefined,S214H,315,009
resultsDocking_DuraPETase_303_C192-f871-s47_PET_dimer_010_mini.yob,2.947,-6.722,YES,3.397,YES,2.856,93.672,undefined,DuraPETase,303,010
resultsDocking_S214H_303_C90-f8787-s17_PET_dimer_003_mini.yob,2.948,-6.164,YES,3.459,YES,2.855,29.235,undefined,S214H,303,003
resultsDocking_DuraPETase_315_C16-f2015-s34_PET_dimer_004_mini.yob,2.948,-5.083,YES,3.089,YES,2.857,35.24,undefined,DuraPETase,315,004
resultsDocking_TSPETase_315_C182-f2267-s18_PET_dimer_007_mini.yob,2.948,-5.79,YES,3.108,YES,2.911,36.671,undefined,TSPETase,315,007
